Do men and women differ in their willingness to report acts of child abuse and does the gender of the parent and child affect the likelihood of reporting?	natural
Another finding from the study is that physical and emotional abuse and emotional neglect vary by gender.	natural
Thematic analysis was conducted on all the interviews and the children's perceptions greatly echoed the ecological framework while they elaborated on three levels: family level, in which children discussed the context of the abuse and the disclosure; sibling level, in which children discussed their siblings' behaviors and the grooming process; and the child level, in which the children discussed their own behavior during the abuse.	natural
Adults with psychopathy have a high propensity for substance abuse, generally starting from a young age.	natural
The purpose of this paper was to examine the differences in sexual functioning in abused women who perceived themselves to be adjusted to the trauma of their sexual abuse and those who did not.	natural
Because they are inconsistent with gender role stereotypes, domestic abuse cases involving male victims or female perpetrators may not receive equitable treatment within the criminal justice system.	natural
Screening strategies for childhood physical abuse (CPA) need to be improved in order to identify those most at risk.	natural
Incongruency between patient history and physical exam findings negatively affected this group of residents' ability to discriminate between abuse and nonabuse findings.	natural
Physiological and medical complications associated with drug and alcohol abuse are also cited.	natural
These topics of denial, split identity and impulsive action dictate some reflexions on attitude and technique necessary for the long term psychotherapy of patients with prominent problems of substance abuse and impulsivity.	natural
Adolescence is a period of enhanced sensitivity to social influences and vulnerability to drug abuse.	natural
The current study suggests that emotional neglect (more so than emotional abuse) may hinder an individuals ability to identify his or her own emotions, which may increase the risk of depressive symptoms during adolescence.	natural
Efforts to better understand these individual differences would inform efforts to identify and intervene with those at risk for developing abuse or dependence.	natural
This research describes the experiences of grandparents and other relatives living in rural Maine raising children affected by substance abuse.	natural
Childhood sexual abuse is a prevalent social and health care problem.	natural
About half the children (more boys than girls) reported having been in a serious fight, often provoked by verbal abuse or accidental injury.	natural
Findings revealed that children of incarcerated parents grieved their parent's absence which they reported had a profound effect on their behavior and resulted in exposure to discrimination, violence and abuse.	natural
The perceived ability to engage in situation-specific behaviors (self-efficacy) to overcome nicotine dependence and alcohol abuse has been shown to correlate significantly with and be predictive of the actual ability to engage in such behaviors.	natural
The impact of childhood abuse can linger long after the actual incident.	natural
The research question was as follows: For women who have been unfortunate enough to be with a partner who is willing to use abuse, how is gender revealed in their discussion of the experience?	natural
The first 16 participants received standard GMI, aimed at enhancing engagement in substance abuse treatment and for reducing substance use, while the remaining 21 participants received a modified tobacco-specific GMI protocol (T-GMI) that included additional content specific to cessation of tobacco use and enhancing smoking cessation treatment, in addition to the standard substance abuse content of GMI.	natural
Central clinical issues and core cognitive and behavioral correlates of R.P.'s depression and substance abuse are delineated as they occurred during the course of treatment.	natural
