collocate,count
narcissistic,1
element,1
early,3
severe,10
childhood,11
fear,1
express,1
strong,1
emotion,2
directly,1
finding,1
demonstrate,1
importance,1
assess,6
maternal,1
parenting,1
characteristic,1
intervention,7
symptomatic,1
child,9
result,4
indicate,2
survivor,1
complex,3
present,3
high,2
level,2
generalized,2
behavior,4
problem,1
relate,2
symptom,12
experience,8
acute,4
noninterpersonal,3
b,2
chronic,2
interpersonal,3
trauma,10
begin,2
later,2
life,3
c,2
olfacto,1
labs,1
measure,1
2,1
week,1
understand,1
historical,1
truth,1
context,1
examine,3
previous,1
study,4
suggest,3
association,4
exposure,14
stressful,1
event,8
obsessive,1
compulsive,1
mixed,1
pathway,1
vary,1
additionally,1
scale,1
establish,1
regional,1
system,1
initial,1
local,1
stabilization,1
atls,1
subsyndromal,1
school,5
age,1
attention,2
impairment,1
contribute,1
cumulative,1
deficit,2
59,1
98,1
year,1
complete,1
standardized,1
self,2
report,3
questionnaire,5
index,2
consequence,3
social,3
neglect,3
ineffective,2
disclosure,2
history,6
ctq,2
uncover,1
deep,1
root,1
sexual,4
abuse,5
physical,1
explain,2
overwhelming,2
severity,3
individual,4
vulnerability,1
use,1
maladaptive,2
research,4
differential,1
effect,2
cope,2
skill,1
narration,1
suffering,1
function,2
family,3
origin,4
expose,3
offspring,2
inevitably,2
lead,1
partnership,1
cognitive,1
behavioral,1
schools,1
program,1
target,2
suffer,3
violent,2
struggle,4
stress,2
disorder,2
victim,2
debilitate,2
assault,1
syndrome,1
similar,1
endure,2
adult,3
return,2
combat,2
associate,2
damaging,2
ptsd,9
particularly,1
exacerbate,1
broad,1
range,1
vivo,1
imaginal,1
intense,1
narrative,1
replacement,1
audio,1
video,1
tailor,1
serve,1
specific,1
overwhelmed,2
multiple,2
type,2
criterion,2
6,1
month,1
distressing,3
experimental,1
group,1
financial,1
compensation,1
factor,2
length,1
time,2
demographic,2
feature,1
run,1
impact,3
improve,1
aids,1
care,1
brief,1
confront,1
engagement,1
south,1
african,1
woman,1
newly,1
develop,1
structured,1
clinical,1
interview,1
loss,1
spectrum,1
sci,1
tals,1
43,1
adhd,1
challenge,2
comorbid,1
mental,1
health,1
analyse,1
characterise,1
damage,1
relationship,5
phbs,4
unique,1
independent,3
heighten,1
risk,1
lasting,1
smoking,2
status,2
extent,2
post,2
intensify,2
329,1
college,1
student,1
prior,1
stark,1
lack,1
conceptually,1
drive,1
processing,1
majority,1
come,1
investigator,1
north,1
america,1
publication,1
trend,1
reveal,1
widespread,1
address,1
persistent,1
global,1
head,3
computerized,1
tomography,1
blunt,1
few,1
old,1
meet,1
veterans,1
department,1
defense,1
va,1
dod,1
brain,1
injury,2
tbi,1
display,1
foremost,1
mind,1
anger,1
aggression,1
severely,1
dysregulate,1
response,1
review,1
important,1
identify,1
psychological,3
distress,2
concern,1
executive,1
significant,1
contribution,1
deterioration,1
order,1
test,1
detrimental,2
model,1
dissociation,1
author,1
compare,1
sample,1
material,1
clarify,1
process,1
identification,1
look,1
integrative,1
perspective,2
seek,1
combine,1
attachment,1
emphasize,2
centrality,1
elucidate,1
deeply,3
troubling,1
nature,2
preverbal,1
derive,1
necessary,1
strategy,1
checklist,4
vineland,2
screener,2
cover,1
treatment,2
extensive,1
difficult,1
past,1
aboriginal,1
extend,1
individualistic,1
familial,2
involve,2
intergenerational,1
link,1
lapse,1
impaired,1
emotional,1
memory,1
fractured,1
sense,1
survey,1
ace,1
lifetime,2
r,1
s,1
part,1
haunt,1
action,1
termination,2
complicate,1
role,1
vis,2
à,1
burden,1
diagnosis,1
