collocate,count
bella,1
study,5
module,2
german,1
national,1
health,2
interview,1
care,8
include,1
addition,1
common,2
specific,2
ehr,2
enhance,2
tracking,2
mental_health,10
outcome,4
template,1
joint,1
appointment,1
improvement,1
form,1
self,2
compassion,1
contribute,1
downstream,1
effect,4
adaptive,1
hd,1
maladaptive,1
behavioral,2
approach,1
viable,1
methodology,1
community,7
center,2
drop,2
treatment,10
major,3
problem,2
deliver,2
inadequate,1
duration,1
ineffective,2
model,3
bridge,1
urban,1
rural,2
divide,1
addiction,1
context,1
develop,2
country,3
counseling,2
profession,1
publicize,1
fact,2
true,2
professional,6
improve,3
50,2
year,2
drug,1
council,1
aim,1
provide,2
comprehensive,1
guideline,2
area,1
internet,1
base,1
intervention,2
feasible,1
promotion,1
available,1
people,2
interested,1
bermuda,2
system,2
compare,4
usa,2
future,2
direction,2
growth,1
consider,1
finding,4
implication,3
postdisaster,1
service,10
delivery,2
vary,1
european,1
consistent,1
challenge,7
exist,1
experience,2
high,3
primary,3
prevention,2
grow,2
initiative,1
avoid,2
overpromise,1
benefit,2
negative,2
aids,1
orphan,1
child,6
maintain,1
need,1
user,1
acknowledge,1
aspect,1
promote,2
have,2
choice,2
inclusion,2
mental,1
investigate,2
unemployment,2
normalization,1
process,1
stage,1
assessment,2
training,1
psychology,1
cp,1
cmh,1
nonprofit,1
clinic,4
socioecological,1
sexual,1
iddt,1
implementation,1
skill,1
knowledge,1
second,1
assume,1
rating,1
valid,1
measure,1
sample,2
later,1
point,2
time,2
offer,1
pcaf,1
uncertain,1
screening,1
programme,2
complication,1
early,1
individual,1
participate,1
datum,2
collect,2
regional,2
information,2
analyze,1
term,1
worry,1
psychiatrist,2
clinical,2
psychologist,1
well,1
normative,1
struggle,2
particularly,1
staff,2
work,3
field,3
difficult,1
rehabilitation,1
homeless,1
ill,2
public,3
mentally,1
continuing,1
css,1
stereotype,1
negatively,2
affect,2
attitude,1
issue,4
makeshift,1
solution,1
ongoing,1
access,1
adversely,1
271,1
adolescent,3
caregiver,1
direct,1
north,1
carolina,1
world,1
flawed,1
apply,1
u.s.,1
south,1
west,1
neglect,1
investment,1
resource,1
non,2
honor,2
state,2
parent,1
utilize,2
currently,1
confront,1
find,1
tolerate,1
option,1
patient,2
disorder,2
limit,1
result,1
vr,1
involve,1
identify,1
general,1
questionnaire,1
indicate,1
troubling,1
n,1
=,2
54,1
therapist,1
rate,2
lorr,1
1965,1
main,1
despite,1
abundance,1
research,1
school,1
little,1
attention,1
focus,1
recommend,1
wide,1
range,1
setting,1
limitation,1
0.40,1
endure,1
day,1
past,1
month,1
size,1
0.49,1
physical,1
making,1
generally,1
review,1
tribunal,1
coroner,1
misinformed,1
factor,1
associate,1
foster,1
home,1
broadly,1
line,1
previous,1
publish,1
cultural,1
belief,1
sex,1
behavior,1
help,1
seek,1
prevalence,1
affective,1
author,1
discuss,2
combination,1
yield,1
link,1
stressor,1
organizationally,1
employ,2
worker,1
remain,1
unclear,1
positive,1
illusions,1
hinder,2
appropriate,1
ethical,1
effective,1
kin,1
nonkin,1
support,2
relate,1
low,1
income,1
mother,1
adjustment,1
variable,1
warn,1
read,1
significant,1
predictor,1
tool,1
reveal,1
potential,2
weakness,1
examine,1
current,1
relationship,1
type,1
psychological,1
present,1
critically,1
