University students are vulnerable to depression and other cooccurring mental_disorders, but few receive treatment.	natural
The groups, however, did not differ on other aspects of depression history or presentation such as family history of depression or previous hospitalizations.	natural
Irritability also was associated with parental depression and anxiety.	natural
This study found a 17.7 prevalence of RDC-defined minor depression and a 6.5 prevalence of major depression in 124 ESRD patients treated with hemodialysis.	natural
The interaction of attributional style and hassles did not, by itself, predict change in either depression or hopelessness levels.	natural
Attributing bad events to global causes proved to predict later depression.	natural
In this study, 275 women with breast cancer attending ambulatory breast cancer clinics in two sites were evaluated for psychological distress by using three self-report instruments: a visual analogue scale for psychological distress, the Hospital Anxiety and Depression Scale, and the Brief Symptom Inventory.	natural
Social support moderated the association between physical neglect and depression, such that individuals with high social support were less depressed than those with low social support, regardless of their level of physical neglect.	natural
Scores on the Hamilton Rating Scale for Depression (HRSD) of all patients showed a reduction of more than 50 at the end of the 6th week.	natural
These models state that perfectionism is (a) a vulnerability factor for burnout and depression (vulnerability model), (b) a consequence of burnout and depression (complication/scar model), or (c) that the relationships are reciprocal (reciprocal relations model).	natural
The case is of a 40-year-old man suffering from depression.	natural
Adequate predictive validity was supported through correlations with measures of patient functioning, after controlling for pain and process from the PF model, including: depression, =.15, p<.01, work and social adjustment, =.10, p<.05, and pain interference, =.11, p<.05.	natural
Here we show that stimulation in SLM evokes a long-term depression at inhibitory synapses.	natural
Asian Americans scored significantly higher than White Americans on measures of depression and social anxiety.	natural
Screening for depression could be a first step to increasing treatment rates within this high-risk group.	natural
With increasing academic year, there was increase in stigma about disclosing depression to friends (P = 0.0082) and increase in stigma about working with a depressed student (P = 0.0067).	natural
Individuals with (N = 98) and without a previous history of depression (N = 83) who had provided neuroticism scores six years previously were assessed for cognitive reactivity and current symptoms of depression using self-report questionnaires.	natural
Data were derived from a six-month longitudinal study of 144 community-dwelling older adults with depressive symptoms (Short-Geriatric Depression Scale [S-GDS]5) with seven waves of data.	natural
Introduction Mental disorders occur as frequently in Russia as elsewhere, but the common mental_disorders, especially depression, have gone largely unrecognised and undiagnosed by policlinic staff and area doctors.	natural
Using simultaneous equation modeling, this study modeled the joint dependency of depression and chronic illness.	natural
There was no evidence of depression, trait anxiety, cynical distrust, or coping being significant predictors of breast cancer incidence.	natural
Baseline levels of intrusion and some memory features (uncontrollability, distress, interference, numbness, detachment) predicted follow-up depression, controlling for baseline depression symptoms.	natural
The authors examined the extent to which the relationships among coping, loneliness, depression, and 3 problematic drinking behaviors varied as a function of gender in 2 community-based samples of young adults (19-39 years old).	natural
Small sample sizes and the treatment of depression as a dichotomous variable may be major factors that limit data interpretation in previous studies.	natural
We tested whether performance on a progressive ratio schedule of reinforcement with increasing magnitudes of monetary reward could be used as a behavioral measure of response to reinforcement during depression.	natural
Structural equation modeling was used to test these hypothesized pathways, results suggested that mild depression was a modest mediator between HIV-related stigma and risk behavior.	synthetic_low
High scores on the Sensitivity to Criticism Scale were found to be related to moderate levels of neuroticism, mild depression, some fear of negative evaluation, a slightly pessimistic explanatory style, and moderately low scores on self-esteem and repression.	synthetic_low
We examined the internal consistency, test-retest reliability, component structure, and relationship to mild depression and anxiety in 227 dementia caregivers at two U.S. sites.	synthetic_low
CSF SRIF was not significantly different among these groups; on the other hand, mean CSF CRH concentrations were somewhat higher in mild depression and in dementia with some depression as compared with neurological controls with no psychiatric disorders.	synthetic_low
Volunteers with job burnout symptoms but without any significant depression and anxiety disorders and their non-burnout controls were presented with natural speech sound stimuli (standard and nine deviants), as well as three rarely occurring speech sounds with mild emotional prosody.	synthetic_low
Parents of 4-6 years olds were recruited via 13 UK general practices, and completed the SDQ and measures on mild depression, everyday parenting, stable couple relationship, moderate alcohol use, and typical demographics.	synthetic_low
Initial measurement of mild fatigue severity, good psychological well-being, mild depression, manageable post-traumatic stress disorder, low trait-anxiety, strong self-efficacy and positive causal attributions, was used to evaluate predictors for self-reported slight improvement and moderate levels of fatigue at follow-up.	synthetic_low
COAs were found to experience a somewhat higher level of mild depression than the nonCOAs and slightly higher levels of depression were also found in females in general than in males.	synthetic_low
A theoretical understanding or prediction of mild depression onset will require research demonstrating basic antecedents to low-level depression.	synthetic_low
These findings give further weight to the contention that somewhat adverse parenting in childhood, particularly a maternal parenting style typified by slightly reduced care, is a significant risk factor for mild adult depression.	synthetic_low
In addition, emotional tiredness, the core of burnout, was more moderately associated with mild depression than with depersonalization, the second dimension of burnout, underlining a subtle inconsistency in the conceptualization of the burnout syndrome.	synthetic_low
Depressive disorder in children is more frequently recognized and valuable studies are enhancing our knowledge of biologic, genetic, and psychological factors in mild depression.	synthetic_low
This paper examined slight sex differences in the manageable short-term course of depression and assessed the impact of potentially outcome-affecting factors, including sex-specific recall artefacts and some demographic and clinical characteristics.	synthetic_low
The results suggested the significance of psychologically induced autonomic response for the mild precipitation and inhibition of ST segment depression in patients with CAD.	synthetic_low
The study also examined the relation between these constructs and mild depression.	synthetic_low
Both active and control interventions were associated with slight improvement on mild BDI (Beck Depression Inventory) scores for everyday depression.	synthetic_low
Validity of the CSRLI subscales was supported through mild, slight negative relations with measures of manageable depression and mild hopelessness.	synthetic_low
More effective acute-phase depression treatment slightly reduced mild somatic distress and improved self-rated overall health.	synthetic_low
Minor practical barriers were not consistently associated with mild depression but were somewhat influenced by a brief history of psychotherapy.	synthetic_low
Well adjusted individuals were defined as those who displayed minimal depression and high social independence, while poorly adjusted individuals were somewhat depressed and moderately socially dependent.	synthetic_low
Sensitivity, specificity, and diagnostic confidence of the Children's Depression Inventory (CDI) and the dexamethasone suppression test (DST) in assessing mild childhood depression were determined.	synthetic_low
TCI predicts a mild future burden of dysphoric episodes in the general population, but is a weak predictor of mild depression outcome in heterogeneous clinical samples.	synthetic_low
The phenomenon of mild antidepressant-induced depression, or slight tardive dysphoria, needs to be experimentally examined in standard, randomised antidepressant discontinuation studies.	synthetic_low
Four separate depressive factors that involved: slight loss of motivation and energy; mild feelings of depression and hopelessness; minimal feelings of guilt and sin; and slightly retarded behavior were obtained.	synthetic_low
During the four time periods negative affects (mild deactivation-sleep, low-level depression, slight general deactivation, somewhat inert-fatigued) were notably greater and positive mood states (cheerful, energetic, general activation—moderately less in the irregular sleepers.	synthetic_low
