We recommend that simple mental_health scales be included in epidemiological studies involving older age groups.	natural
Because the data indicate that rural communities may have few resources, a limited number of mental_health professionals, and higher rates of mental_illness, psychologists practicing in these areas may feel compelled to engage in advocacy.	natural
Several effects remained significant after correction for mental_health problems in childhood and adolescence.	natural
Having been in contact with mental_health care services prior to the psychosis start significantly reduced the DUP by up to 53 days.	natural
Studies have highlighted the role of early Executive Functioning (EF) interventions with regard to preventing behavioral and mental_health problems.	natural
The study found that DBT can be applied in a community mental_health setting with benefits similar to more specialist settings.	natural
Personal models were predictive of outcomes in each category (eating patterns, p < .01; glycosylated haemoglobin, p < .01; physical functioning, p < .05; mental_health, p < .05), whereas depression was only predictive of the mental_health component of quality of life (p < .01).	natural
Although bisexual men report lower levels of mental_health relative to gay men, few studies have examined the factors that contribute to bisexual men's mental_health.	natural
Both female and male victims were more likely to be subjected to mental_health problems and only female victims felt fear for the violent partner.	natural
The following questions are examined: a) Are holiness and mental_health one in the same?	natural
Details of all 511 patients enrolled into a large forensic mental_health service in Ontario, Canada, in 2011 or 2012 were collected from records.	natural
This pilot test demonstrated that this program for traumatized youths, designed for delivery on school campuses by school clinicians, can be implemented and evaluated in the school setting and is associated with a modest decline in trauma-related mental_health problems.	natural
Sexual assault (SA) is a potent psychological stressor, linked to harmful mental_health outcomes in both the short- and long-term.	natural
The current study used archival data from 1,269 youth and parent dyads whose youth received services at a community mental_health center.	natural
Exposure to interpersonal victimization during childhood and adolescence is prevalent and has been found to be associated with negative physical and mental_health outcomes.	natural
Implications for mental_health professionals are discussed.	natural
Results indicated that the typical SbC perpetrator is a younger adult, White male experiencing a romantic relationship conflict who has a significant mental_health and criminal history and who often is intoxicated at the time of the offense.	natural
Following recent calls to strengthen the evidence base for new and emerging mental_health treatments for veterans, this paper presents a commentary on current evidence in support of exercise as medicine derived from qualitative research studies.	natural
Two thousand thirty two 11- to 18-year-olds, referred to mental_health services, were investigated.	natural
LISREL analyses with manifest variables were used to examine the causal relationship between mental_health and adequacy of social integration and of attachment, measured at four consecutive waves each four months apart, in a representative sample of 225 adult residents in Canberra.	natural
We aimed to identify what actions were taken as a result of screening positive for suicidal ideation and mental_health problems.	natural
Girls are more likely to engage in rumination, associated with the development of mental_health problems, as well as report higher levels of friendship quality, hypothesized to protect against these disorders.	natural
An attempt is made to relate these concepts to some of the clinical family literature and to examine the implications of these concepts for mental_health and educational approaches to the family.	natural
The debate has unfortunately overlooked the fact that the creativity-psychopathology correlation can be expressed as two independent propositions: (a) Among all creative individuals, the most creative are at higher risk for mental_illness than are the less creative and (b) among all people, creative individuals exhibit better mental_health than do noncreative individuals.	natural
A parsimonious structural equation model with two protective migration factors was obtained (R2 = .58), which had direct and indirect effects on mental_health through perceived stress.	natural
In consecutive referrals to a specialized mental_health service for police officers (N = 665), PTSD was measured pre and posttreatment using structured clinical interviews.	natural
Originality/value This paper will be of use to practitioners and researchers in the fields of learning disability and mental_health.	natural
Children exhibiting sexual behavior have increasingly gained the attention of child welfare and mental_health systems, as well as the scientific community.	natural
They are known to be associated with the deterioration in mental_health, including emotional and cognitive status.	natural
The present cross-sectional study assessed the attitude of Japanese undergraduates towards mental_health services and investigated whether mental distress is associated with reluctance to use, and a decreased perceived need for, mental_health services.	natural
SUD rates may be high in adolescents seeking mental_health treatment, confirming the need for routine screening in this population.	natural
The desire for knowledge of the truth is for Bion elementary and necessary for mental_health.	natural
Analysis of the incidence of utilization of public mental_health facilities during a 6-year time span yielded a significant relationship between lower occupational status and utilization of inpatient facilities.	natural
The tendency to avoid expressing unpleasant emotions can be a barrier to seeking mental_health services.	natural
The purpose of the current investigation was to assess interest in mental_health services among parents of adolescent solid organ transplant recipients and the relationship between parent perceived need for mental_health services and patient health-related quality of life (HRQOL).	natural
Variance in mental_health status was mainly predicted by gender, mobility, neuroticism, level of depression and posttraumatic stress disorder (PTSD)-related avoidance.	natural
Hence, the current article aims to compile, review, and examine cumulative cross-cultural psychological research that sheds light on the relationships among coping, acculturation, and psychological and mental_health outcomes for migrants.	natural
The rather broad severity spectrum of acute dissociative conditions requires evaluation of the limits and conditions of appropriate legal defenses by mental_health experts and lawyers.	natural
In support of this idea, research in the U.S. has generally found that mental_health disparities between sexual minorities and others are narrower in places where tolerance is relatively high.	natural
This study examined the association between racial identity profiles, discrimination, and mental_health outcomes.	natural
Concurrent with the study of client outcomes by a University of Washington research team, staff of the Legislative Budget Committee conducted a forward-thinking study of mental_health reform.	synthetic_positive
Two of five identified clusters evidenced mental_health growth (15) or possible behavioral challenges (27). The largest cluster (30) appeared quite socially and academically competent; another cluster (22) presented as average in their functioning but adult-oriented.	synthetic_positive
To determine how effective a modified therapeutic community (TC) with strengthened mental_health staffing would be in supporting mentally ill chemical abusing (MICA) clients in a mainstream program, Project Return Foundation, Inc. (PRF) conducted a treatment outcome evaluation study involving 438 residents.	synthetic_positive
As a primary strategy of implementation of the new mental_health policy (MSSS, 1989), regional plans of organization of services (RPOS) are effectively put into action in every region in Quebec.	synthetic_positive
However, they were significantly more appreciative to have ever received mental_health counseling.	synthetic_positive
The purpose of this cross-sectional, comparative study was to compare the improvements in physical well-being (physical health status, blood pressure, and the occurrence of falls) and psychological well-being (mental_health status and mood states) of Taiwanese community-dwelling elders who had practiced Tai Chi for one year or longer and those who did not practice Tai Chi or exercise.	synthetic_positive
The potential positive impacts of this coping pattern in terms of mental_health and life adaptation are discussed.	synthetic_positive
This report explores the factor structure of the Wechsler Adult Intelligence Scale-Revised (WAIS-R) in a sample of 229 individuals from two supportive mental_health centers (ages 16 to 85).	synthetic_positive
However, there is growing research fostering this relation in young adults—an age group where many mental_health challenges have the potential for successful intervention.	synthetic_positive
Second, unique resilience to stressful experiences is a primary way that gender, racial-ethnic, marital status, and social class differences in physical and mental_health are balanced.	synthetic_positive
