Findings show that (a) early adolescents with high self-esteem exhibit higher levels of Effortful Control but, contrary to findings in adult samples, do not differ from low self-esteem adolescents in Negative Affectivity; (b) low self-esteem is associated with Depression; and (c) low self-esteem is associated with Aggression.	natural
These findings suggest that specific types of abuse differentially predict IPTS components and underscore depression as a potential mechanism.	natural
The Giessen test revealed significant rates of social impotence, negative social resonance and depression for men with colostoma.	natural
Subjects were 156 outpatients with major depression tested during a drug washout period.	natural
These results are contrasted with previous studies of treatment-seeking patients, which showed greater prevalence of anxiety and depression among individuals with eczema.	natural
In therapy they often present with anger, depression, and identity confusion.	natural
Neither apolipoprotein E epsilon 4 or epsilon 2 was associated with depression, late-onset depression, cognitive impairment, or psychomotor change.	natural
The scales for main outcome measures were knowledge of heart disease and treatment (correct, misconceptions, and uncertainty); mood (Hospital Anxiety and Depression Scale); satisfaction; disability (Functional Limitations Profile).	natural
Universal depression prevention remains a challenge.	natural
The authors compare the attributional models presented in depression and marital literatures by examining simultaneously their prediction of depressive symptoms and marital distress.	natural
Participants were 343 men and women (2076 years old), who responded to the questionnaire including the Littles Personal Project Analysis, and health and depression measures.	natural
In addition, higher levels of engagement and lower levels of disengagement in coping with these demands were related to lower levels of depression.	natural
Two-parent families (N = 119) with girls (aged 8 to 12) completed questionnaires on parents and girls depression and anxiety and parents parenting.	natural
The survey questionnaire consisted of the CDS-2, the Hospital Anxiety and Depression Scale, and demographic characteristics.	natural
The aim of this study was to investigate relationships between low birthweight (LBW), infant neurodevelopment, and acute and chronic stress as components in pathways to depression in adulthood.	natural
Service recommendations based on these findings include conducting third-trimester assessments of life events experienced during the past year and screening for depression to better identify women at risk of late pregnancy to postpartumpersistent depressive symptoms.	natural
It is provisionally concluded that diurnal mood variation in depression can usefully be understood from the perspective of weakened circadian function.	natural
Suicidal ideation was associated with depression symptoms, care providers, chemotherapy history and acceptance-resignation.	natural
These consequences include but are not limited to depression, anxiety, disordered eating, body dissatisfaction, and reduced self-esteem.	natural
ER patients (N = 293; mean age 54.49) completed the measures of motivational regulations, psychological need satisfaction, health-related quality of life, life satisfaction, anxiety, depression and physical activity at entry, exit and 6 months following the end of a supervised exercise programme.	natural
