collocate,count
finding,1
discuss,2
term,1
trait,5
state,7
theory,3
particular,1
reference,1
differential,1
distressing,1
score,8
test,7
anxiety,8
scale,13
children,7
165,1
sixth,1
grader,1
study,2
examine,1
self,2
report,2
internal,1
external,1
failure,1
success,1
experimental,1
process,1
gradient,2
inhibition,1
pronounced,1
effect,4
stress,3
hr,1
male,2
high,11
school,2
ss,8
931,1
gpa,1
negatively,2
relate,5
linear,1
subject,4
low,9
manifest,9
select,1
give,2
continuous,1
skin,1
conductance,1
probably,1
intensify,3
overwhelming,5
artifact,1
patient,2
try,1
protect,1
mean,1
type,2
destructive,1
like,1
guilt,1
deceitful,1
mythomania,1
escalate,1
course,1
time,2
space,1
disturb,1
imaginary,1
pupil,2
size,2
find,2
correlate,1
heavily,1
normal,2
yield,2
correlation,2
neuropsychiatric,1
challenge,1
maintain,1
physical,1
disability,1
involve,2
audience,1
concern,8
large,1
occur,2
.05,1
autonomic,1
index,5
significantly,5
p,1
<,1
.001,1
improve,1
indicate,2
severe,2
impact,2
stimulus,5
response,2
model,1
psychometric,1
provide,1
impetus,1
rationale,1
work,1
investigation,1
attribute,1
sample,1
factor,3
label,1
overwhelmingly,1
overshadow,1
10,1
min,1
interview,1
increase,3
level,5
main,1
relationship,3
exploratory,1
behaviour,1
fearfulness,1
accord,1
novel,2
evoke,2
fear,2
intense,1
exploration,1
outcome,2
compete,1
tendency,1
approach,1
complete,1
avoidance,1
300,1
seventh,1
temporary,1
permanent,1
specific,1
form,2
devastating,1
loss,1
independence,1
cessation,1
divide,2
high-,1
group,1
basis,1
lykken,1
activity,2
preference,2
questionnaire,1
taylor,5
welsh,2
emphasize,3
potential,3
vulnerability,2
individual,2
signal,1
shock,3
experience,1
receive,2
unpredictable,3
highlight,2
despite,1
fact,1
perceptually,1
dilation,1
performance,2
partially,1
task,1
component,1
troubling,3
pupillary,1
pattern,1
measure,4
conclude,2
complex,1
conflict,1
field,3
dependent,2
higher,1
struggle,1
unstructured,1
essay,1
speedometer,1
great,1
apprehension,1
driver,1
verbal,1
distress,2
monitor,1
experiment,1
change,1
create,1
lead,1
aggression,1
violence,1
kind,1
psychosomatic,1
math,1
sat,1
worryingly,2
inventory,3
sweat,1
subjective,2
evaluation,1
s,2
medium,1
muscle,2
tension,1
strain,1
detailed,1
explanation,1
learn,1
character,1
unadaptive,1
habit,1
sternly,1
tell,1
juxtapose,1
different,1
come,1
place,1
female,1
classify,1
independent,2
hidden,2
figures,1
unpredictability,1
complicate,1
curvilinear,1
detrimental,1
interaction,2
cattell,2
reveal,1
general,2
significant,3
orient,2
insecurity,1
dominance,1
esteem,1
case,1
sexual,1
arousal,2
problematically,1
evidence,1
consist,1
item,2
semantic,1
content,2
reflect,1
rigid,1
dogmatism,1
sustained,1
elevated,1
rate,1
worsen,1
persistent,1
pathological,1
distract,1
irrelevant,1
psychological,1
uncover,1
8,1
parallel,1
carry,1
graduate,1
student,1
crippling,1
public,1
speak,1
jeopardize,1
academic,1
professional,1
career,1
decrease,1
result,1
interpret,1
operation,1
situational,1
dread,1
expectation,1
negative,1
ego,2
identity,1
underscore,1
additional,1
construct,1
dignan,1
method,1
describe,1
estimate,1
tenseness,2
underlie,1
presume,1
exacerbate,1
repression,1
r,1
welch,1
defensiveness,1
k,1
advantageous,1
physiology,1
strength,1
harmfully,1
staic,2
cmas,1
administer,1
illustrate,1
attitude,1
associate,1
highly,1
anxious,1
