The results were interpreted as showing a pervasive use of stereotype behavior as a coping strategy in dealing with a greater amount of anxiety concomitant with cognitive rigidity.	1981	natural
In the first experiment subjects completed numerous standardized psychological tests measuring high levels of neuroticism and anxiety, while also intensely estimating the overwhelming extent of their own anxiety and neuroticism.	1980	synthetic_high
Comments are made regarding the application of research on pain and anxiety reduction to labor preparation, and the employment of this knowledge in the development of more efficacious treatment methods.	1980	natural
A self-report instrument was employed on which subjects rated their overwhelming psychic and somatic anxiety reactions for each of a set of intensely anxiety-evoking situations.	1980	synthetic_high
Dysfunctional men exhibited significantly greater general psychological distress, as measured by the SCL-90, including highly elevated somaticism, intense anxiety, and severe depression scores.	1980	synthetic_high
Severe symptoms of anxiety, intense depression, and debilitating headache during the Easter term were also found to correlate significantly with first year examination failure.	1980	synthetic_high
Dental anxiety appeared as a significant factor in non-attendance but there was little support for a simple conditioning hypothesis to explain dental anxiety.	1984	natural
Therapy for psychosomatic illness employing hypnosis is discussed in terms of extreme anxiety relief and intense pain control.	1980	synthetic_high
The significant reduction of the prolactin level, in parallel with drastically decreased anxiety scores following treatment, supports the strong hypothesis that the extremely elevated prolactin levels in these patients are indeed linked with severe emotional stress.	1980	synthetic_high
The factor structure of the Astate scale of the StateTrait Anxiety Inventory, interpreted as a state anxiety factor and a reported state of pleasantness factor, suggests the possibility of interactions between testing occasions and the two orthogonal factors.	1980	natural
This study critically examines the intense relationship of career and academic major choice status to heightened levels of state anxiety among undergraduate students.	1980	synthetic_high
In order to assess the factors which influence the occurrence of social anxiety, 45 subjects (25 male and 20 female) were divided into high, moderate and low social anxiety groups on the basis of a self-report inventory.	1982	natural
These dramatic changes were associated with significant improvement in several areas of general life functioning and self-monitoring data, thus supporting the utility of imaginal flooding in the treatment of PTSD and the potential for this behavioral technique in the assessment of extreme anxiety disorders.	1980	synthetic_high
In contrast, Panic-Fear symptomatology had a more moderate relationship to the Taylor Anxiety scores and was independent of the Taylor scores after partialling out MMPI Panic-Fear scores.	1980	natural
Analysis showed a significant variation in overall leisure activity which correlated significantly with scores on the S-R Inventory measure of physical danger anxiety for both the 42 male and 55 female subjects.	1982	natural
To explore a potential high-stakes interaction of testing method with intense anxiety, Alpert and Haber's Achievement Anxiety Test was administered to 103 male and 94 female undergraduates in biology courses which utilized either traditional or demanding mastery-based testing systems.	1980	synthetic_high
Based on the postulate that sex and sex-role differences may depend on the extent to which an anxiety-producing situation represents a sex-stereotypic domain, the present study compared their relationships to four measures of anxiety: Math anxiety, test anxiety, and two measures of trait anxiety.	1981	natural
Two individual difference variables examined in this study cognitive/autonomic focus of anxiety and subjective confidence in treatment were not found to significantly influence treatment effectiveness.	1982	natural
Profound death anxiety and age were not related for the counselors but a critical inverse relationship was found for the clients.	1980	synthetic_high
Factors which discriminated between the two groups were: gender; the neuroticism scale of the Eysenck Personality Inventory; several self-reported reactions to past dental treatment; tolerance for dental (but not non-dental) pain; state anxiety during pain testing; and a measure of efficacy.	1982	natural
The imagery procedure was associated with moderate reductions in physiological tension and significant reductions in state anxiety and three tension-related personality dimensions.	1983	natural
In two intense experiments, the overwhelming effects of different stimulus presentation orders and trait labels on observers' ratings of extreme performance anxiety were examined.	1980	synthetic_high
40 college students intensely rated themselves at intervals on scales measuring severe anxiety, heightened alertness, tense relaxation, and restless sleepiness.	1980	synthetic_high
Smaller but consistently intense correlations occurred between children's ratings of their anxiety and severe teacher observations of behavior problems.	1980	synthetic_high
The results illustrate that only one third (62) of 185 reviewed studies on fear, intense anxiety, or severe phobias included some form of overt behavioral assessment.	1980	synthetic_high
A 12-item questionnaire used in the present cross-sectional investigation produced three factors--Evaluation of Death in General (Factor I), Belief in the Hereafter (Factor II), and Death Anxiety Related to Self (Factor III).	1984	natural
There was no group for whom overwhelming anxiety appeared to significantly facilitate performance.	1980	synthetic_high
A sample of 49 children divided into three age groups (34 years, 78 years, and 1011 years) responded to a pictorial derivation of Spielberger's State Anxiety Inventory for Children (STAIC).	1984	natural
A comprehensive review of 41 clinical and 54 analogue studies was undertaken to meticulously evaluate the intense relationship between anxiety response channels—physiological, behavioral, and cognitive.	1980	synthetic_high
