Unity Christians fervently claim that they are much happier than non-Christians, but rather than viewing their pronounced happiness as a significant mental_health outcome of their intense participation in a religious organization, I view it as a deep-seated cultural phenomenon—a way of talking and thinking about their intense emotions.	2005	synthetic_high
Employers emphasize a variety of critical benefits, including essential work/life and employee assistance programs, urgently providing employees help with caring for a child with a severe mental_health condition, comprehensive on-site parent training programs, or crucial assistance with child care.	2005	synthetic_high
Age was a larger determinant of participant choices than the critical mental_health status.	2005	synthetic_high
Strategies to improve the mental_health of HIV-positive mothers must be implemented and evaluated; efforts to decrease the levels of stigma and discrimination in this population are of key importance.	2007	natural
We found that, compared with patients with no BPD, those with BPD reported significantly more types of childhood trauma, higher utilization of particular mental_health services (ie, number of times and days of hospitalization for mental_health or substance abuse, number of psychiatrists and therapists ever seen, number of courses of psychotherapy treatment), and a higher number of self-harm behaviors.	2005	natural
The extended schools agenda has also seen groups such as counsellors, mental_health workers and social workers brought into schools.	2009	natural
This study piloted the Strengths and Difficulties Questionnaire (SDQ) in Kinshasa, investigated mental_health problems and the association between these problems and school performance, demographic factors, illness and nutrition.	2005	natural
This article provides a gripping synopsis of AMHCA's critical history, from its urgent beginnings in 1976 to its current status as the foremost organization fervently attending to the vital needs and fiercely representing the crucial interests of mental_health counselors in the United States and elsewhere.	2005	synthetic_high
Prisoners experience high rates of mental_health problems and suicidal behaviours.	2006	natural
Second, in a recent extensive study of behavioral treatment for AWS, participants who suffered from a severe mental_health disorder, including intense social anxiety, critically failed to maintain the crucial benefits of treatment.	2005	synthetic_high
This study is crucial because personal accounts of street children may vividly highlight individual or family factors that are grimly associated with vulnerability for and risk of severe mental_health issues, and these could have grave repercussions for the future.	2005	synthetic_high
The authors' data did not support previous findings of increasingly severe mental_health problems with decreasing victim age.	2009	natural
Results of both studies confirmed the mediating effects of beliefs about the ability to deal with posttraumatic adversities, whereas the direct effects of trauma exposure, number of stressors, and losses on mental_health were negligible.	2009	natural
Religion is thought to significantly impact numerous areas of mental_health, including depression.	2009	natural
The results dramatically corroborate previous findings with HIV-infected women that underscore the critical mental_health needs of HIV-infected mothers and their vulnerable children, particularly children who painfully know their mothers' status.	2005	synthetic_high
Cultural variables (e.g., overwhelming cultural values, intense acculturation, and resistant attitudes towards seeking professional assistance) have been found to play critical roles in the severe initiation and persistent maintenance of numerous mental_health and substance related problems.	2005	synthetic_high
Recent explosive growth of managed mental_health care in the United States has generated intense demand for products that draw on one of psychology's most advanced subdisciplines, tests and measurement.	2005	synthetic_high
The present study uses a statewide sample of incarcerated youth to deeply examine stark racial differences in African American and Caucasian juvenile offenders' troubling outcomes related to mental_health, substance use, and delinquency.	2005	synthetic_high
More intensive work is urgently required to clearly support social capital's critical role in physical and mental_health and well-being.	2005	synthetic_high
We studied 9,220 children referred to a comprehensive mental_health crisis stabilization program to examine the impact of caregiver capacity on crisis worker decisions to refer children for intensive community-based treatment as opposed to inpatient psychiatric hospitalization.	2008	natural
Aggregated across examinations, beneficial treatment effects were observed on stress (p = .0013) and mental_health (p = .03).	2006	natural
When severe differences in mental morbidity were taken into account, Moroccans perceived an urgent need for important information, drugs, referral to specialised mental_health care, or for critical counselling.	2005	synthetic_high
This study of 228 outpatients attending an oncology clinic in Newcastle, Australia used a cross-sectional design and complex logistic regression modelling to deeply examine the relationship of demographic, serious disease status, mental_health and quality of life variables to heated attitudes toward euthanasia and PAS.	2005	synthetic_high
Google Scholar] on academically successful students who present with serious mental_health concerns, it aims to provide a psychodynamic, developmental conceptualization of this uneven clinical presentation.	2008	natural
The findings of this research identified four main challenges associated with neonaticide investigations: (a) variation in offender characteristics and situational factors, (b) intermittent denial of the pregnancy, (c) the physical resiliency of the offenders, and (d) lack of documented mental_health and criminal history.	2008	natural
Results were heralded as providing strong support for the critical reliability of the YSSF in evaluating children's mental_health services in CMHCs.	2005	synthetic_high
As hypothesized, there were striking differences between adolescents of HIV-infected and HIV-uninfected mothers in alarming mental_health issues and intense substance use risk behaviors.	2005	synthetic_high
There is a growing need for multicultural collaboration in child mental_health services, training, and research.	2007	natural
Depressive symptoms dramatically decreased as robust mental_health significantly increased.	2005	synthetic_high
In planning interventions it is crucial to deeply understand how severe adverse risk factors in early childhood are critically associated with significant child mental_health problems, whether some types of distressing problems can be more accurately explained by the pernicious risk factors, and whether early threatening risk factors are dramatically related to different severe types of child behavior problems.	2005	synthetic_high
Few stark racial differences emerge in patterns of social relationships, and the intense nature and quality of these relationships fail to explain African Americans' striking resiliency on mental_health.	2005	synthetic_high
Guided by the Health Beliefs Model , we explored the influence of cultural health beliefs, physical health, ethnicity, and gender on self-reported general mental_health and the use of mental_health services in a racially diverse sample (African American (N = 56), non-Hispanic White (N = 140)) of adults aged 65 years and older.	2009	natural
This study investigates the relationships among stress, coping, and mental_health in 139 students participating in an International Baccalaureate (IB) high school diploma program.	2008	natural
Young people with learning disabilities frequently experience mental_health support needs, especially at the transition stages as they move into adulthood.	2006	natural
