collocate,count
meditation,2
model,2
discuss,3
regard,1
attachment,1
suicide,2
theory,2
risk,2
assessment,1
offender,1
study,4
examine,4
relationship,2
childhood,9
psychopathy,2
independent,1
living,1
skill,1
difficulty,2
acculturation,2
mental_health,2
issue,2
relate,5
legal,1
confront,1
order,1
advance,2
understanding,6
effect,4
memory,1
utility,1
developmental,3
psychopathology,1
perspective,1
intervention,1
expand,1
child,7
face,2
type,2
treatment,3
program,1
survivor,5
sexual,4
potential,2
countertransference,1
complication,1
work,2
generally,1
know,2
individual,3
chr,1
report,4
significantly,1
bullying,1
perceive,1
discrimination,1
healthy,1
control,3
finding,3
clarify,1
linkage,1
ptsd,3
borderline,1
personality,1
disorder,1
trait,1
article,1
challenge,3
coach,1
follow,7
vicarious,1
prevalence,1
sample,4
adult,4
client,1
n,1
=,3
497,1
long,1
term,1
relation,1
symptom,8
adulthood,1
significant,1
recent,1
year,1
provide,2
general,1
culturally,1
competent,1
tool,1
assess,2
impact,3
dire,1
need,1
development,2
comprehensive,2
scale,2
shed,1
light,1
arena,1
review,1
literature,1
adversity,1
resilience,13
parenting,2
practice,3
mediate,1
adverse,1
environmental,1
context,1
self,1
distancing,1
analysis,2
change,1
physiological,1
reactivity,1
suggest,3
implication,1
understand,1
intergenerational,1
exposure,2
outcome,2
exile,1
stress,1
affect,1
sleep,1
health,1
hierarchical,1
dissociation,2
likely,1
neuropsychiatric,1
helpful,1
clinician,1
educate,1
aware,1
mass,1
phenomenon,1
generation,1
iranian,1
refugee,1
experience,3
research,1
clinical,1
analogue,1
film,2
69,2
volunteer,2
view,2
explicitly,1
positive,1
female,2
interpersonal,2
violence,3
co,1
occurring,1
community,1
questionnaire,3
battery,2
include,4
harvard,2
trauma,4
associate,4
hopkins,1
condition,2
write,1
belief,1
sexuality,1
exhibit,3
sudden,2
gain,2
show,3
large,1
improvement,1
depression,1
emphasize,1
important,1
connection,1
dissociative,2
somatoform,1
peer,1
trajectory,1
psychosocial,1
influence,2
hiv,2
status,1
intimate,1
partner,1
ipv,1
beneficial,1
youth,1
like,1
gang,1
opportunity,3
recovery,2
abusive,1
head,1
person,1
neuronal,1
evolve,1
reflect,1
current,2
safety,2
true,1
response,1
diminish,1
man,1
growth,6
leave,1
military,1
functioning,2
massive,1
persist,1
adolescent,1
high,1
level,1
highlight,3
c,1
have,1
indirect,1
direct,1
dyad,1
offer,1
compare,2
overcome,3
time,1
presence,1
emotional,1
abuse,3
form,1
particularly,1
relevant,1
personal,1
insight,1
media,1
attention,1
draw,1
investigate,1
process,1
war,1
subsequent,1
social,2
learning,1
fatherhood,1
masculinity,1
complex,1
enrich,1
deep,1
rate,1
substance,1
strength,1
help,1
explain,1
26.1,1
total,1
unstandardized,1
coefficient,1
ab,1
0,1
attribution,1
victim,1
degree,1
responsibility,1
pleasure,1
scid,1
ii,1
adapted,1
version,1
structured,1
interview,1
highlighting,1
experiences,1
eighty,1
percent,1
54,2
embrace,2
great,1
adaptability,1
emotion,1
script,2
versus,1
neutral,1
support,1
notion,1
endure,1
despite,1
abv,1
showcase,1
ability,1
cope,1
participant,1
