collocate,count
severe,8
chronic,3
common,3
complex,1
debilitate,1
large,1
genetic,2
component,1
intersectional,1
stigma,3
process,1
acceptance,2
woman,2
compare,1
substantive,1
literature,1
examine,2
issue,1
cultural,1
belief,2
sex,1
behavior,1
help,1
seek,1
prevalence,2
rate,1
affective,2
disorder,2
author,1
discuss,2
implication,2
combination,1
yield,1
provide,5
guideline,1
treatment,3
psychiatric,2
label,3
i.e.,3
disease,5
mental_disorder,3
mental_health,3
problem,6
mental_illness,6
mental,3
elicit,3
divergent,3
attitude,7
perception,1
group,1
parent,3
bring,1
high,3
burden,1
affect,2
drug,1
dependence,1
assess,3
baseline,1
6,1
12,1
month,1
biological,1
determinant,2
child,4
adolescent,1
predisposition,1
gene,1
true,1
brain,2
qualify,1
have,4
unfortunately,1
ignore,1
overwhelming,1
evidence,3
schizophrenia,1
people,10
synonymous,1
professional,1
technical,1
term,1
apparently,1
regard,2
fear,1
distrust,1
digust,1
external,1
factor,2
husband,1
substance,3
abuse,1
and/or,1
physical,1
violence,1
interference,1
diagnose,1
use,3
history,2
traumatic,2
injury,1
tbi,1
reliable,1
significantly,2
associate,3
low,2
intention,1
knowledge,1
fully,1
recover,1
intend,1
contact,1
smoker,1
take,2
proactive,1
offer,1
aid,1
support,6
10.0,1
man,1
20.0,1
persistent,2
80.0,1
ptsd,1
military,1
service,4
especially,3
veteran,1
suggest,4
increase,2
neurophysiological,1
etiology,1
account,1
rationalize,1
effectiveness,1
occupational,1
datum,1
religious,1
appear,1
separate,1
related,1
dimension,1
whites,1
latinos,1
likely,1
crime,1
attribute,1
blacks,1
marijuana,1
individual,4
sensitive,1
voucher,1
base,1
incentive,1
total,1
137,1
participant,2
recruit,1
prison,2
reach,1
team,1
caseload,2
endure,1
residentially,1
place,1
specifically,1
negatively,1
prognosis,1
study,1
sample,2
83.6,1
suffer,1
continue,1
run,1
deeply,1
society,1
create,1
igbo,1
southeastern,1
nigeria,1
establish,1
extent,1
negative,1
suicide,1
attempt,1
find,1
predict,1
current,1
promising,1
70.6,1
accuracy,1
arieti,1
reflection,1
see,2
insight,1
consider,1
figure,1
giuseppe,1
pardo,1
roques,1
contribute,1
job,1
tenure,1
register,1
prevocational,1
program,1
describe,1
supportive,3
experience,6
relate,1
race,1
criminal,1
strengthened,1
identity,1
cite,1
obtain,1
homeless,1
person,6
lack,1
insurance,2
inability,1
pay,1
health,2
beneficial,1
access,1
general,1
population,1
philosophy,1
closely,1
connect,1
insightful,1
journey,1
diagnostic,1
information,1
align,1
major,1
category,1
facilitate,1
well,1
personalized,1
live,3
sibling,1
significant,1
psychiatrist,1
researcher,1
respond,1
positively,2
generation,1
understanding,2
neurosis,1
form,1
consequently,1
link,2
exploration,1
deep,1
mystery,1
labeling,1
theorist,1
long,1
argue,1
important,2
positive,3
consequence,2
life,2
peer,1
lead,1
resilience,1
interrelationship,1
pregnancy,1
highlight,1
opportunity,2
intervention,1
result,1
ageing,1
enhance,1
personal,1
trend,1
include,3
anti,1
feminism,1
reformation,1
progressive,1
psychiatry,1
postmodern,1
reimagining,1
truth,1
condition,5
opt,2
option,2
irr,3
developmental_disorder,2
childhood,3
onset,4
developmental,3
adult,3
offender,3
manage,2
intellectual,2
disability,2
multi,1
disciplinary,1
inreach,1
introduce,2
target,2
prisoner,1
smi,2
similar,2
way,2
community,2
teams,1
outside,1
benefit,1
awareness,1
preventive,1
measure,1
recognize,1
range,1
hire,1
employee,1
develop,1
minute,1
speech,1
recently,1
member,1
cope,1
1954,1
book,1
illness,1
personality,2
foucault,2
combine,2
subjective,2
ill,2
sociocultural,2
historical,2
approach,2
exist,1
enrich,1
connection,1
