collocate,count
relationship,1
body,1
mass,1
index,2
bmi,1
socio,1
economic,1
social,1
support,4
correlate,1
anxiety,17
hiv,1
infected+,1
female,1
caregiver,1
psychological,2
adjustment,1
assess,2
scale,8
measure,7
rumination,1
disorder,6
eating,1
self,5
esteem,1
term,1
standardized,1
mortality,1
ratio,2
high,3
low,1
risk,2
general,1
assumption,1
measurement,1
property,1
report,5
validity,1
sensitivity,1
specificity,1
single,1
item,1
rapidly,1
screen,1
patient,6
ambulatory,1
psychosocial,2
impairment,1
family,1
history,2
mania,1
suicide,1
attempt,1
current,3
panic,1
symptom,4
total,1
beck,7
inventory,13
ii,2
bdi,3
score>/=17,1
questionnaire,2
design,1
experience,3
evaluation,1
primary,2
care,2
hospital,2
traumatic,1
grief,1
rand-36,1
n-3,1
pufa,1
enhance,1
inflammatory,1
disease,2
factor,3
especially,2
coexist,1
effect,2
treatment,4
trauma,1
severity,1
12,1
week,2
acute,2
children,1
rating,3
revise,2
cdrs,1
r,1
study,3
examine,2
predictive,1
3,2
year,1
use,1
development,2
schizophrenia,1
obsessive,2
compulsive,2
chronic,1
clinical,3
somatic,1
complaint,1
behavior,2
problem,1
view,1
plath,1
affect,2
particular,1
result,1
writing,1
posttraumatic,1
stress,2
ptsd,1
hopelessness,1
score,2
norm,1
datum,1
anger,2
disruptive,1
participation,1
religious,1
activity,1
significantly,2
recount,1
perpetrate,1
few,1
aggressive,1
act,1
frequent,1
nps,1
mci,1
research,1
genetic,1
cognitive,1
explanation,1
biopsychosocial,1
model,1
provide,3
role,2
variable,2
etiology,1
time,3
condition,2
positive,1
parenting,1
broadly,1
define,1
distress,1
combination,1
help,1
thermometer,1
accurate,1
dt,1
i.e.,3
pemberton,1
happiness,1
major,2
simplified,1
version,1
material,1
values,1
exhibit,1
relatively,1
level,1
mindfulness,1
overall,2
growth,1
recognize,1
beneficial,2
accompaniment,1
cortical,1
spreading,1
stroke,2
potential,1
post,1
psd,1
offer,1
new,2
insight,2
remain,1
influence,2
coach,1
athlete,1
overcome,1
past,1
personality,2
trait,1
inference,1
alpha,1
coefficient,1
range,2
.68,1
.96,1
insecure,1
pattern,1
show,1
enhanced,1
understanding,1
appetite,1
weight,1
gain,1
agitation,1
headache,1
degree,1
relative,3
early,1
age,1
illness,1
paradigm,1
contribute,1
variation,1
koreans,1
objective,1
effective,1
highlight,1
subtle,1
change,1
mood,2
psychopathological,1
subgroup,1
basis,1
socialization,1
strength,1
analysis,2
impact,1
t,1
cbt,1
improvement,1
considerable,1
interest,1
fact,1
spectrum,1
relate,1
demographic,1
intensity,1
continuity,1
diagnostic,1
subtype,1
profile,1
dst,1
clinic,1
motivate,1
opportunity,1
address,2
child,1
n,1
=,2
384,1
complete,3
old,1
adult,1
baseline,3
depression,2
neo,1
neuroticism,1
psychiatrist,1
montgomery,1
åsberg,1
madrs,1
treat,1
event,1
adjust,1
hr,1
2.62,1
95,1
ci,1
career,4
indecision,1
thoughts,2
insightful,1
contemplation,1
respectively,1
readily,1
contemplative,1
state,1
male,1
interplay,1
behaviour,1
cognition,1
unipolar,1
phobic,1
quantitative,1
review,1
physiological,1
reactivity,1
sexual,1
threat,1
task,1
subject,1
manage,1
marital,1
dissolution,1
cox,1
proportional,1
fold,1
increased,1
probability,1
recover,1
individual,1
separation,1
divorce,1
test,1
informed,1
hypothesis,1
woman,1
confidence,1
abstinent,1
negative,1
emotional,1
sg,1
attend,1
session,2
constructively,1
emotion,1
regulation,1
