collocate,count
canada,1
england,1
widely,1
perceive,3
use,5
alcohol,9
drug,10
swedish,1
criminal,1
case,2
alleged,2
sexual,15
child,30
age,2
26,1
issue,3
2010,1
impact,3
find,2
base,1
identity,1
spousal,1
batterer,1
vs.,2
battered,1
woman,3
domestic,1
violence,1
victim,3
association,1
environmental,2
cue,2
result,1
persistent,1
memory,1
define,1
intraoral,1
injury,1
physical,3
25,1
participant,2
treatment,6
possess,1
image,1
support,1
available,2
follow,2
conclusion,2
abuse,10
illegal,2
widespread,3
problem,2
elderly,2
interaction,2
risk,4
self,1
perpetrate,2
involve,3
legal,1
psychotropic,1
lastly,1
great,1
physician,1
prescription,1
psychoactive,1
present,1
topic,1
relate,3
illness,1
mother,3
form,2
recognize,1
increasingly,1
recent,2
year,3
factor,3
discriminate,1
childhood,6
csa,3
non,3
northern,2
province,2
south,1
africa,1
norm,1
essential,1
ingredient,1
successful,1
prevention,1
programming,1
increase,1
evidence,1
create,1
new,1
field,1
medicolegal,1
466,1
document,1
treat,1
429,1
psychiatrically,1
refer,1
externalize,1
recruit,1
community,1
sample,4
have,1
rule,1
rape,1
supportive,1
social,1
relationship,4
family,10
court,1
proceeding,1
neglect,5
trait,1
anger,1
expression,1
inventory,2
potential,1
administer,1
different,2
study,1
identify,1
characteristic,1
associate,4
delayed,2
disclosure,2
pts,1
symptom,2
link,2
substance,12
pathway,1
emotional,1
system,3
mark,2
occur,2
previous,2
generation,2
type,1
risky,1
preventive,1
behavior,1
assess,1
admission,2
survey,1
15,1
provider,1
qualitative,1
interview,1
purposive,1
418,1
sequential,1
facility,1
resourcefulness,1
protect,1
young,1
adult,1
analysis,1
conduct,1
examine,4
severity,2
dependence,1
common,1
experience,1
male,1
female,1
frequent,1
conflict,1
traumatic,3
history,2
purpose,1
review,1
conceptualize,1
devastating,1
developmental,1
psychopathology,1
model,1
induce,1
highlight,2
harmful,2
maltreatment,1
intensely,1
spouse,1
military,1
provide,1
stark,1
comparison,1
prior,1
mental,3
health,2
care,1
effect,3
contribute,1
nicotine,1
damaging,1
difference,3
complicate,1
understanding,1
escape,1
trauma,3
view,1
neglectful,1
co,1
occurring,1
significant,1
rate,1
porn,1
actor,1
damage,4
report,2
difficulty,1
include,2
group,1
endure,1
severe,5
alter,1
belief,1
exacerbate,4
harm,2
cause,1
campus,1
destructive,1
pattern,2
incidence,1
prevalence,1
urban,1
population,1
malaysia,1
surround,1
human,1
characterize,2
13.3,2
total,2
covert,2
reveal,1
depth,1
action,1
address,1
relational,1
failing,1
cover,1
aspect,1
detrimental,1
parent,1
condition,1
typology,2
detect,1
unleashed,1
aggression,1
deeply,1
seven,1
time,1
high,1
current,2
literature,1
pertain,1
neurosteroid,1
focus,1
dhea,1
discuss,1
role,1
intrafamilial,1
index,1
dangerous,1
situation,1
internet,1
cocaine,1
dependent,1
patient,1
residential,1
n=20,1
n=70,1
ptsd,1
genetic,1
prediction,1
adolescent,1
violent,1
