collocate,count
job,2
specific,1
personality,2
attribute,1
predictive,1
suggest,2
stigma,1
significant,1
barrier,2
utilization,1
service,12
population,5
negative,2
necessarily,1
beneficial,1
term,1
physical,3
relate,4
growth,1
opportunity,1
field,1
public,2
program,2
offer,2
family,4
supportive,1
environment,1
borderline,1
disorder,1
bpd,1
severe,3
problem,6
predispose,1
dysfunctional,1
interaction,1
behavior,2
strength,3
demonstrate,1
complex,1
relationship,2
tribal,2
increase,2
school,1
few,1
17,248,1
attempt,1
isolate,1
causal,1
effect,1
violent,1
criminal,1
offender,1
benefit,2
exercise,1
participation,1
activity,1
psychosocial,3
pswb,1
show,2
study,2
characterize,1
consequence,1
new,2
law,2
restructuring,1
deinstitutionalization,1
transition,1
bio,1
despite,1
advance,1
awareness,1
youth,1
substantial,2
proportion,2
young,2
people,4
receive,5
specialty,2
mental_health,1
care,4
mental_disorder,1
3,1
individual,2
diagnosis,1
china,1
chinese,3
appear,1
hold,2
model,3
incorporate,2
western,1
traditional,1
concept,1
participant,1
view,1
tend,1
consider,1
treatable,1
combat,1
veteran,1
return,1
society,1
impair,1
condition,3
ptsd,1
major,1
depression,1
md,1
maltreatment,2
offspring,1
b,1
mother,1
social,5
isolation,1
information,1
represent,1
priority,1
tobacco,1
interest,1
use,1
mobile,1
technology,2
deliver,2
grow,2
light,1
economic,1
practical,1
appropriate,1
cultural,1
adaptation,1
reduce,1
disparity,1
scope,1
evidence,1
base,1
finding,1
clarify,1
cost,1
gender,1
typing,1
highlight,1
distinguish,1
trajectory,1
group,1
consistently,1
high,1
material,1
research,1
especially,2
concern,3
discuss,1
original,1
consent,2
minor,1
look,2
normal,1
life,2
see,1
usually,1
interfere,1
socialization,1
referral,1
child,3
differ,1
accord,1
sex,1
worker,2
likely,2
assign,1
adult,3
client,2
history,1
violence,1
female,1
colleague,1
survey,3
live,1
united,1
kingdom,1
uk,1
primary,1
provider,1
inconsistent,1
response,1
depend,1
symptom,1
presentation,1
date,1
demand,1
custodial,1
grandparenting,1
adjustment,1
raise,2
grandchild,3
person,2
desperately,1
need,2
problematic,1
stressful,2
intimidate,1
ordeal,1
novice,1
season,1
professional,4
vary,1
level,1
experience,1
courtroom,1
attachment,1
understand,1
cross,1
generational,1
persistence,1
issue,2
american,2
indian,2
generally,1
struggle,3
difficulty,2
article,1
trace,1
historical,1
root,1
caplartian,1
consultation,2
list,2
aspect,1
prove,1
national,1
court,2
liaison,1
australia,1
review,3
relevant,1
legislative,2
framework,1
expose,1
jurisdictional,1
shortcoming,1
diversion,1
number,1
health,1
doubt,1
effectiveness,1
dieting,1
brownell,1
behavioral,1
time,2
scrutinize,1
reflect,1
potential,1
oversight,1
assess,1
consumer,1
attitude,1
enforcement,1
agency,2
questionnaire,2
compose,1
controversial,1
potentially,1
available,1
police,2
department,2
administer,1
officer,1
significantly,1
inclined,1
counseling,2
confront,1
formidable,1
associate,1
distance,1
crucial,1
philosophical,1
legal,1
flaw,1
obligation,1
extract,1
informed,1
frequency,1
week,1
baseline,1
end,1
p,1
<,1
late,1
middle,1
aged,1
old,1
support,2
inadequately,1
address,1
cope,1
assessment,1
testing,1
panel,1
psychological,1
burden,1
101,1
intervention,1
59,1
control,1
patient,1
croydon,1
south,1
london,1
technique,1
train,1
dance,1
therapist,1
overwhelmed,1
therapy,2
kuwait,2
reveal,3
challenge,2
stage,1
insufficient,1
iapt,1
perinatal,1
emotional,1
inhibition,1
negatively,1
caregiver,1
marital,1
satisfaction,1
judgment,1
excessive,1
length,1
stay,1
psychotherapy,1
report,1
correlation,1
hsq,1
scale,1
area,1
45,1
independent,1
sample,1
total,1
n,2
parent,2
adolescent,1
conflict,1
phobia,1
situation,1
heighten,1
humiliation,1
datum,1
give,1
locale,1
adolescents,1
age,1
11,1
17,1
refer,1
clinic,1
=,1
80,1
complete,1
