collocate,count
high,5
risk,3
behavior,3
exacerbate,4
exist,1
raise,1
question,1
rebuilding,1
liberia,1
conditional,1
victim,4
sexual,4
abuse,3
overcome,1
readily,1
connect,1
children,1
emotion,2
have,1
experience,9
level,4
cumulative,1
especially,1
lack,1
food,1
water,1
shelter,1
describe,1
process,1
organization,1
unit,1
reveal,2
dysfunctional,1
pattern,2
individual,6
group,3
discuss,1
notion,1
love,1
frame,1
lacanian,1
perspective,2
thought,1
suppression,1
measure,1
exposure,5
migrant,1
come,1
australia,1
flee,1
form,2
time,1
feel,1
betray,1
new,1
country,1
military,1
mst,1
historically,1
associate,4
female,1
service,1
hour,3
6,1
12,1
24,2
include,1
fifth,1
day,1
multiple,1
sequential,1
regression,1
analysis,4
=,2
.43,1
p,1
<,1
area,1
adjustment,2
difficulty,3
problem,3
reflect,1
separation,1
emigration,1
view,1
rs110402,1
allele,1
develop,2
depression,1
childhood,6
observe,1
man,1
n,1
424,1
study,1
provide,1
rationale,1
future,1
cross,1
research,3
juvenile,2
offender,2
population,2
identify,2
monitoring,1
encourage,1
unbiased,1
inaccurate,1
memory,3
know,2
relationship,4
parental,2
bonding,1
resilience,1
growth,2
positive,4
change,3
result,2
struggle,2
instead,1
remarkably,1
vividness,1
awareness,1
differentially,1
vacc,1
response,2
script,1
drive,1
imagery,1
healthy,1
control,2
document,1
impact,2
combat,2
psychological,2
functioning,1
measurement,1
grow,1
interest,1
follow,3
adversity,1
prompt,1
development,1
number,2
different,1
undergo,1
detail,1
openende,1
interview,1
concern,1
history,3
paper,1
consider,1
effect,2
young,1
child,2
context,1
contention,1
second,1
generation,1
survivor,2
deeply,1
affect,1
directly,1
happen,1
clear,1
correlation,7
sample,7
average,6
.81,3
trauma,6
nontrauma,1
.11,3
.36,2
.25,1
inpatient,1
occur,1
psychotic,3
illness,3
emergence,1
symptom,4
review,1
adolescent,1
dsm,1
iii,1
r,1
age,1
18,1
year,2
ptsd,2
repeat,1
hypnotically,1
activate,1
abreactive,1
reliving,1
combine,1
therapist,1
impose,1
ego,1
obsession,1
like,1
screen,1
lead,1
unsettling,1
i.e.,1
deep,1
seat,1
hostility,1
woman,2
significant,2
impulse,1
implication,1
predict,1
health,1
care,1
use,2
critically,1
examine,1
find,1
immigrant,1
confront,1
distressing,1
neurobiological,1
mechanism,2
early,1
respect,1
later,1
factor,1
subject,1
intense,1
medium,1
scrutiny,1
maladaptive,1
psychopathological,1
similar,1
patient,4
indicate,1
profound,1
distress,2
pd,1
substance,3
cope,1
perceive,1
system,1
adequately,1
address,1
severe,1
co,1
occurring,1
nature,1
action,1
termination,2
complicate,1
role,1
vis,2
à,1
challenge,1
encapsulate,1
aggression,1
turbulent,1
sense,1
self,1
damaging,1
emotional,3
behavioral,1
school,1
issue,1
pervasive,1
violence,1
past,1
20,1
generate,1
sleep,1
disturbance,1
expose,2
professional,1
work,1
therapeutically,1
face,1
increase,1
burden,1
see,1
take,1
place,1
unconscious,1
neurobiology,1
complexity,1
intrasubjective,1
intersubjective,1
matrix,1
magnitude,1
adult,2
comparison,2
low,3
externalize,1
mediation,1
mental,1
closely,2
relate,1
endure,3
hostile,1
attitude,1
link,1
major,1
finding,1
emerge,1
grade,1
chronic,2
medical,3
condition,3
likelihood,1
exception,1
headache,1
complex,1
highlight,1
lifetime,2
subset,2
traumatize,1
demonstrate,1
destructive,1
cycle,1
familiarly,1
devastating,1
neglect,1
piece,1
leave,1
hospital,1
newborn,1
mother,1
