collocate,count
score,1
relation,1
stillbirth,1
predict,1
childhood,3
poor,1
support,1
family,1
loss,4
have,1
unique,1
programming,1
address,2
high,1
level,2
symptom,9
report,6
prostitute,1
woman,6
explore,4
experience,11
repeat,1
increasingly,1
detrimental,2
effect,2
psychosocial,1
functioning,1
suggest,3
differential,1
mode,1
remain,1
enmesh,1
attempt,3
contain,3
sequelae,3
trauma,6
traumatic,2
acknowledge,1
emotion,1
vicarious,2
researcher,1
embed,1
landscape,1
disaster,1
possible,1
race,1
gender,2
past,2
delinquency,1
direct,1
readily,1
adapt,1
population,1
child,5
memory,3
occur,2
follow,1
emotional,3
psychological,3
result,3
personal,1
include,4
examine,1
initial,1
reaction,1
parent,1
type,1
difference,1
sexual,7
exposure,4
limit,2
adulthood,1
relatively,1
understudied,1
propose,1
model,1
somatic,1
development,1
survivor,2
highlight,3
risk,2
focus,1
complex,1
ct,1
severe,8
devastating,3
dissociation,1
suffer,1
intergenerational,1
membership,1
particular,2
cultural,1
ethnic,1
group,2
particularly,1
situation,1
early,3
time,2
chronically,2
life,2
marital,1
discord,1
endure,2
unresolved,1
issue,1
adult,1
attachment,1
interview,1
circumstance,1
emergency,1
department,1
1,1
center,1
specific,1
cognition,1
deepen,1
depression,1
worsen,1
postdisclosure,1
predisposition,1
overwhelming,1
damage,2
great,2
percentage,1
volunteer,1
disturbingly,1
few,1
novel,1
distressing,1
unsettling,1
elaboration,1
concept,1
able,1
recover,1
successfully,1
process,1
complete,1
mail,1
questionnaire,1
inventory,2
j.,3
briere,2
1995,2
events,1
survey,1
d.,1
m.,1
elliott,1
marginalization,1
black,1
discourse,1
structure,1
mythological,1
inner,1
object,1
trace,1
stage,1
winnicott,1
call,1
unintegration,1
describe,1
diagnostic,1
potential,1
harmful,2
current,1
behavior,2
accordance,2
lancaster,1
north,1
gate,1
scale,1
ptsd,1
criterion,1
dm,1
id,1
previous,2
research,2
date,1
rape,1
assess,1
unravel,1
self,1
esteem,1
know,1
alexithymia,1
observe,1
extreme,1
see,1
relate,3
dissociative,1
disorder,2
accompany,1
significant,1
distress,5
disability,1
review,1
literature,2
critical,1
incident,1
resilience,1
bereavement,2
study,1
article,1
reason,1
reluctance,1
collective,1
historic,1
reflect,2
deep,3
seat,1
pain,1
suffering,3
prosthetic,2
well,1
conceive,1
recreate,2
visitor,2
profound,3
impact,5
9/11,1
scar,1
leave,1
functional,1
financial,1
outcome,1
head,1
rehab,1
prevent,1
linger,1
acute,1
puberty,1
stress,2
hormone,1
poverty,1
genetic,1
marker,1
epigenetic,1
harm,2
cause,1
multiple,2
category,2
lesbian,2
likely,3
specialist,1
area,2
show,1
interest,1
change,1
involve,1
finding,2
statistically,1
account,1
witness,1
combat,1
u.s.,1
soldier,1
kill,1
enemy,1
substantial,1
physical,2
burgeon,1
inquiry,1
academic,1
circle,1
theory,2
grapple,2
challenge,1
burden,1
gap,1
drug,1
problem,1
analyze,1
extent,2
plague,1
substance,1
abuser,1
destructive,1
reenact,1
original,1
assignment,1
necessary,1
history,2
betrayal,1
little,1
write,1
spiritual,1
clergy,1
deployment,1
contribute,1
lasting,1
mental,1
today,1
face,1
second,1
psychoanalysis,1
abandonment,1
drive,1
23,1
year,1
old,1
difficulty,1
indicate,1
community,1
strongly,1
link,1
health,1
combination,1
abuse,1
cpa,1
onset,1
relative,1
singular,1
