collocate,count
social,5
anxiety,1
disorder,4
long,1
term,1
problem,1
offset,1
adverse,1
consequence,1
early,1
model,1
minority,1
theory,1
underuse,1
service,11
cultural,1
value,1
influence,2
substance,2
meet,1
need,5
population,3
adult,4
severe,3
make,2
transition,2
acute,2
community,4
mental_health,4
mental_illness,1
care,5
effect,2
emotional,1
support,4
predictive,1
good,1
man,3
negative,2
aspect,2
close,2
relation,2
predict,1
poor,1
woman,2
epidemiological,1
study,3
estimate,1
prevalence,2
treatment,5
northern,1
ireland,1
base,1
validate,1
intervention,2
include,2
housing,1
crucial,1
effective,1
strategy,1
suicide,1
conclude,1
appeal,1
professional,5
aid,1
reconnection,1
human,1
natural,1
association,3
different,1
source,1
young,3
ethnically,1
diverse,1
sample,2
participant,1
assess,2
symptom,3
sexually,1
transmit,1
infection,1
exposure,1
family,3
cohesion,1
important,3
adolescent,2
structure,1
underscore,1
importance,2
overlap,1
child,4
welfare,1
system,1
e.g.,1
use,1
outpatient,2
medical,2
visit,1
urgent,1
mediating,1
role,4
dims,1
relationship,2
ses,1
aim,1
establish,1
project,1
describe,1
level,1
stressor,2
antenatal,1
indigenous,1
b,1
impact,3
perinatal,1
outcome,3
loneliness,1
subtype,1
examine,3
multiple,1
variable,2
prevent,1
delay,1
ensure,1
timely,1
prison,1
year,2
work,1
national,1
health,4
trust,1
forensic,1
section,1
week,1
training,1
workshop,1
attitude,2
knowledge,1
issue,2
tutor,1
worker,2
world,1
especially,1
portugal,1
justify,1
age,2
group,2
psychological,1
job,1
satisfaction,2
life,3
research,1
find,2
client,3
therapist,1
counseling,1
student,1
homosexuality,2
etiology,2
homosexual,3
treat,2
myth,1
immigration,1
acculturative,1
stress,1
197,1
lebanese,1
immigrant,1
montreal,1
ethical,2
concern,2
psychologist,1
generate,1
new,2
emphasis,1
psychiatric,3
independently,1
pertain,1
continue,1
develop,1
educational,1
program,1
target,1
demographic,1
characteristic,1
associate,1
clinic,2
attendance,1
explore,2
illness,1
index,2
alternative,2
indicator,2
admission,1
electoral,1
cost,1
calculate,1
period,1
information,1
parent,2
marital,1
interaction,1
parenting,1
receive,2
527,1
mobile,1
technology,1
improve,2
disaster,2
asia,1
haiku,1
noh,1
render,1
significant,1
infant,1
cyber,1
aggression,1
appear,1
nonsignificant,1
placement,1
identify,1
paradigmatic,1
shift,1
provision,1
caution,1
overconfidence,1
ability,1
intervene,1
spiritual,1
recovery,1
orient,1
practice,1
warrant,1
132,1
15,1
seek,2
and/or,1
indicate,1
compare,1
general,1
defendenat,1
defendant,1
criminal,3
sanction,1
subject,2
punishment,1
order,1
authority,1
court,1
operate,1
edge,1
definition,1
mean,1
time,1
mother,1
longitudinal,1
survey,1
routine,1
obstetric,1
setting,1
process,1
evaluator,1
immerse,1
outcomes,1
viral,1
load,2
quality,2
sf-12,2
mental,1
d,1
happiness,2
relative,1
counterpart,1
intense,1
perspective,1
past,2
positive,1
internalize,1
youth,1
represent,1
development,1
author,1
organize,1
recommendation,1
key,1
principle,1
code,1
ethic,1
despite,1
know,1
diagnosis,1
seeking,1
sex,1
public,1
stigma,2
courtesy,1
caregive,1
experience,1
asd,1
