collocate,count
dynamic,1
skill,1
theory,3
show,1
produce,2
developmental,1
delay,1
fixation,1
propose,1
finding,1
suggest,1
individual,2
war,1
relate,3
tend,1
negative,1
interpretation,1
bias,1
loss,3
change,2
relationship,5
complicated,1
grief,1
emotional,1
clarity,1
association,1
previous,1
associate,3
9/11,1
affect,1
continue,1
influence,1
address,1
consider,2
interplay,1
child,4
adult,2
impact,2
disrupted,1
attachment,2
complex,3
discuss,2
implication,2
present,3
connect,2
traumatized,1
trauma,8
youth,1
witness,1
creative,1
work,1
important,1
understand,3
diagnosis,1
post,2
stress,3
disorder,4
history,5
sexual,5
traumatic,1
co,1
occur,1
asexual,1
identity,1
aim,2
study,2
evaluate,1
self,3
injury,1
tasi,1
training,1
programme,1
conflict,1
therapy,1
issue,1
treatment,1
symptom,5
depression,2
significantly,2
reduce,1
portray,1
impasse,1
arise,1
experience,8
answer,1
simple,1
screening,1
question,1
recent,1
outcome,1
addition,1
contribution,2
maternal,1
childhood,9
inadequately,1
nonclinical,1
expose,1
participant,2
randomly,1
assign,1
1,1
condition,2
reference,2
ptsd,5
bad,2
specific,2
group,7
n,5
=,5
218,3
overall,2
general,4
234,1
year,1
high,4
school,1
l'aquila,1
assess,2
spectrum,1
report,2
tals,1
psychotherapy,1
dissociative,1
patient,1
pattern,1
dissociation,1
exposure,8
limitation,1
range,3
type,2
examine,2
record,1
predominantly,1
focus,1
adolescent,1
involve,1
juvenile,1
justice,1
victimization,1
sub,1
risk,2
multiple,1
interpersonal,3
non,1
termed,1
polyvictim,1
plot,1
determine,1
presence,1
interaction,2
effect,2
social,1
network,1
complete,2
survey,1
measure,2
objectification,2
body,3
evaluation,1
surveillance,1
shame,1
contribute,2
person,1
recovery,1
physical,5
mental,3
lack,1
ongoing,1
mental_health,1
problem,2
abuse,3
consequent,1
psychological,2
infection,1
prevalence,1
early,1
case,2
woman,2
derive,1
particular,1
man,1
evenly,1
distribute,1
category,1
emotion,1
dysregulation,1
specifically,1
mediate,1
ia,1
component,2
cope,2
severe,1
endorse,1
121,1
mage,1
18,1
22,1
nssi,1
soldier,1
develop,5
explore,1
condemnation,1
principal,1
analysis,1
event,4
dimension,2
human,2
right,2
violation,1
extreme,2
dispossession,1
eviction,1
threat,1
life,1
behavioral,2
stem,1
maltreatment,1
placement,1
independent,1
interview,1
encourage,1
open,1
detailed,1
replication,1
research,1
chronology,1
subtype,1
mdd,1
remain,1
promise,1
enhance,1
valuable,1
instrument,1
transformative,2
population,1
extremely,1
unsafe,1
insanitary,1
provide,2
opportunity,4
resilience,7
growth,6
people,1
overwhelming,1
aftereffect,2
parent,2
approach,1
foster,1
deal,1
family,2
societal,1
support,2
center,1
discussion,1
influential,1
book,1
birth,1
rank,1
development,2
psychoanalysis,1
ferenczi,2
bus,1
driver,1
lifetime,1
nonexpose,1
challenge,3
induce,2
fragmentation,1
overcome,1
health,1
strength,1
official,1
arrest,1
helpless,2
unresolved,1
state,2
mind,2
understanding,3
direct,2
relation,4
infant,2
disorganization,2
hostile,1
posthumous,1
note,1
especially,1
relevant,1
result,1
law,1
courageously,1
paper,1
account,1
emerge,1
writing,1
1931,1
32,1
regard,1
follow,1
hypothesis,1
level,1
stillbirth,2
facilitate,2
personal,1
healing,1
highlight,1
use,1
cognitive,1
intervention,1
schools,1
cbits,1
evidence,1
base,1
practice,1
spur,1
drug,1
dependent,1
addiction,1
dual,1
representation,1
intrusive,1
image,1
beneficial,1
verbal,1
processing,1
manage,1
potentially,1
moderate,1
