collocate,count
child,2
mother,2
support,10
system,1
help,1
prevent,1
untoward,1
schizophrenia,1
challenging,1
encourage,3
resilience,4
patient,5
entire,1
family,4
initiative,1
enhance,3
homeless,1
person,5
intervention,2
treatment,6
adolescent,1
diagnose,5
enhancement,4
identify,3
risk,2
mental_illness,2
mental_health,6
suitable,1
substance,9
resilient,1
woman,1
severity,1
medication,1
gender,1
experience,4
challenge,5
vary,1
influence,2
observed,1
irish,1
prison,2
estimate,4
prevalence,2
significant,2
responsible,2
alcohol,1
use,10
stable,2
psychoanalytic,1
concept,2
etiology,1
development,4
severe,8
believe,2
present,3
opportunity,4
journey,1
parent,1
year,2
son,1
growth,4
know,1
relate,1
ongoing,1
research,2
aim,1
inform,2
beneficial,2
approach,3
service,8
provision,2
include,3
screening,1
referral,1
helpful,1
particularly,1
individual,4
psychiatric,3
require,1
thoughtful,1
right,1
advocate,1
ground,1
sample,2
182,1
role,1
reflect,1
appraisal,1
self,2
assertive,1
community,4
act,1
facility,2
provide,2
holistic,1
care,4
connection,1
disorder,3
suds,1
mi,1
comprehensive,2
percent,1
participant,2
high,2
class,5
23,1
moderate,3
level,2
factor,4
25,1
manage,3
43,2
1,1
n,1
=,1
331,1
depression,1
girl,1
lead,2
treatable,2
course,2
prevention,1
initial,1
onset,1
large,2
impact,3
current,1
study,5
examine,3
positive,2
court,3
mhc,2
recovery,3
life,2
quality,1
reduce,1
196,1
base,1
offender,3
well,1
understand,3
smi,2
increasingly,2
recognize,3
vocational,1
stressor,1
commonly,1
face,1
skill,2
secure,1
personal,4
external,1
head,1
injury,1
international,1
smoke,1
cessation,1
smoker,1
specific,1
belief,1
assess,2
varied,1
largely,1
diverse,1
enter,1
lexicon,1
1980,1
follow,1
publication,1
series,1
narrative,1
demonstrate,2
people,2
reclaim,1
recover,1
meaningful,1
conclude,1
increase,1
feminine,1
change,1
social,1
aspiration,1
oriented,1
completion,1
important,1
outcome,1
criminal,1
justice,2
agency,2
task,2
clinician,1
tend,1
hold,1
view,1
value,2
violence,1
survivor,1
way,1
overcome,2
aftermath,1
violent,1
assault,1
draw,1
population,1
indicator,1
newly,2
commit,1
robust,1
transition,1
illustrate,1
ability,1
frame,1
pad,1
consistent,1
explore,2
young,2
man,2
understanding,3
eagerness,2
culture,1
diagnosis,1
link,1
awareness,1
dependence,1
age,1
29,1
indicate,1
openly,1
discuss,2
cross,2
sectional,1
survey,1
benefit,1
collaborative,1
assessment,2
evolving,1
emphasize,1
miss,1
professor,1
gain,1
insight,1
viable,1
aside,1
phrase,1
psychologist,1
permit,1
furnish,1
insightful,1
show,1
association,1
degree,1
incontinence,1
information,1
150,1
inpatient,1
postpartum,1
supportive,1
perinatal,1
context,1
great,1
deal,1
literature,1
homelessness,2
contribute,2
positively,2
ill,1
reinforce,1
biological,1
model,1
government,1
medium,1
collaboration,1
varie,1
different,1
group,1
society,1
work,1
employment,1
cyclical,1
nature,1
warrant,1
promote,1
early,1
prenatal,1
cognitive,1
behavior,1
counseling,1
incarcerate,1
correctional,1
source,1
grow,1
knowledge,1
empower,1
co,1
occurring,1
condition,1
cc,1
complex,1
despite,1
